overall_accuracy,phoneme_mismatch_rate,accuracy_by_tag.greeting,accuracy_by_tag.food,accuracy_by_tag.travel,accuracy_by_tag.shopping,accuracy_by_tag.office,accuracy_by_modality.text,accuracy_by_modality.audio,accuracy_by_modality.speech,pronunciation_errors.ق,pronunciation_errors.ج,label
0.573278155348153,0.929014897169268,0.584939973987577,0.517715852516508,0.484024558780737,0.425472910887186,0.579818545006204,0.559819166850123,0.313565601031857,0.307910092349176,g,j,Pearl Seeker
0.54316599923455,0.994910451725978,0.345125067331058,0.478239214605641,0.414267256989306,0.590974319344381,0.552635676940713,0.551498611413341,0.440607947938491,0.4244458507013,g,y,Pearl Seeker
0.316912648995278,0.945888950502021,0.543870302739023,0.599915301985839,0.598991051122172,0.466629511680788,0.530696224554153,0.583429718964728,0.554894217203223,0.374204430522959,g,y,Pearl Seeker
0.338747824545449,0.981620410903489,0.481852390335264,0.368592841651039,0.501510205321757,0.485438472137369,0.407448815409852,0.334067277659889,0.50147195867784,0.456092310271138,g,y,Pearl Seeker
0.456049050333598,0.940872600127416,0.465572051632346,0.468281391460616,0.562996080797503,0.421044859863719,0.340204568535192,0.308634802894002,0.526541176702086,0.486092865406039,g,y,Pearl Seeker
0.542592832301782,0.240911442676031,0.702908933133576,0.770117511761319,0.817983537370927,0.778448809019946,0.287494984404746,0.78083173889875,0.66965109340466,0.702797897831962,q,ch,Pearl Seeker
0.656730602548229,0.318962834696381,0.824417340045575,0.872472741749349,0.889904124731529,0.729414696185808,0.385317525032299,0.698423258615908,0.651648877659792,0.691827151247652,q,ch,Pearl Seeker
0.696006515057095,0.347785428197861,0.765750322057502,0.826680170863345,0.748029123755639,0.715172665621733,0.22577594438213,0.625609167791555,0.630380538702459,0.627765434529882,q,ch,Pearl Seeker
0.628174948960643,0.254564025319744,0.769133456664773,0.879357681981202,0.794792328052575,0.833511547704205,0.234463974240326,0.638457803761734,0.608173723253296,0.633787012614433,q,ch,Pearl Seeker
0.555718067806392,0.253103145283024,0.717740506751411,0.72412717422012,0.792155753606545,0.741266743681158,0.272853972209615,0.700683454170971,0.738078965725873,0.60786242796822,q,ch,Pearl Seeker
0.659882079781809,0.388370116847272,0.716351806389774,0.874715724821356,0.884174480106363,0.712215591970973,0.255375529629441,0.761240255958612,0.749651938076732,0.636904203871275,q,ch,Pearl Seeker
0.541869864667342,0.311141630837415,0.796904597038204,0.823650954306059,0.773782727913954,0.79250694322663,0.349494187626751,0.60733664057812,0.650487388868804,0.742669917176911,q,ch,Open Sea Navigator
0.67904136753744,0.3535032326347,0.806422697053063,0.721434402267955,0.789482473364691,0.806523453291005,0.248494100726946,0.653848646189876,0.675456832620925,0.604014239555545,q,ch,Pearl Seeker
0.564415833116636,0.263434402098963,0.765499470435583,0.72395242636385,0.878105456147979,0.81871849071081,0.335820463828898,0.757834247721468,0.699688439785811,0.617384057617485,q,ch,Pearl Seeker
0.60742130836371,0.376052335406264,0.849087894836866,0.786331909245936,0.725516060559113,0.756755181159745,0.272616459279727,0.72918344826632,0.714155660933782,0.671219345179569,q,ch,Pearl Seeker
0.697303049758596,0.381732445807066,0.747445358347199,0.720356494524081,0.730571827836866,0.749191545676902,0.232136274651911,0.637313404810261,0.65701903373877,0.634674719058951,q,ch,Pearl Seeker
0.679353084925285,0.224070123698493,0.804902277914051,0.782079365397932,0.896475723381721,0.72240778043361,0.279571119809148,0.793894086655074,0.773101425178796,0.763414414189856,q,ch,Pearl Seeker
0.551580565408988,0.25126627621702,0.833728643984886,0.885875197825517,0.811352578602786,0.81432253789398,0.255995818732057,0.753898586638387,0.637408749711505,0.664735847280849,q,ch,Pearl Seeker
0.585087287723283,0.352283113605337,0.748481946483016,0.722967364947841,0.822124008488327,0.757726110648051,0.316247644284522,0.63087254305484,0.696228020370964,0.706517886510317,q,ch,Open Sea Navigator
0.510364707364485,0.300981283458176,0.726882935387795,0.712674994094554,0.897992046477989,0.764470768994945,0.361974889170927,0.650928130952753,0.736300544444786,0.752045571977937,q,ch,Reef Explorer
0.619127748121569,0.341472856565048,0.782368182829454,0.769773653308599,0.885905828849565,0.866123881557546,0.393005382133303,0.624859444697109,0.746173495040729,0.787668091364208,q,ch,Reef Explorer
0.536246613233132,0.219948880210033,0.848224129858012,0.814894622635982,0.868365755351654,0.727954475325258,0.359053462371978,0.640325464009549,0.632731188573141,0.632853159586199,q,ch,Pearl Seeker
0.662914944046276,0.39955916620886,0.804613084953824,0.7717660968247,0.875440108162622,0.778489021484527,0.363319887894315,0.687826981714044,0.675388885884982,0.692535957133921,q,ch,Pearl Seeker
0.560275574832828,0.424282814052875,0.800544078018496,0.746442539029363,0.879914914654914,0.776778244274642,0.308710572222798,0.78129442219291,0.724847599182798,0.623379608141673,q,ch,Pearl Seeker
0.687966424722695,0.388312415921425,0.766981122931417,0.727854414532677,0.858805037854059,0.824014551185703,0.306692218395264,0.778778516610192,0.757719442244906,0.63033497594655,q,ch,Pearl Seeker
0.56234441355911,0.27454674194434,0.848789258514535,0.706706486947156,0.813977936974263,0.852491737148138,0.37535312735235,0.668416349743182,0.764251460934403,0.622126347391041,q,ch,Reef Explorer
0.669290458346904,0.238246598699595,0.779457458112074,0.859459073155911,0.729983485469755,0.745850279046528,0.344450513678613,0.744007307309215,0.72822952657706,0.73878968889342,q,ch,Pearl Seeker
0.608544888669519,0.275539717672086,0.769139198700784,0.736319543360285,0.881690112266726,0.816678358953224,0.280170283352728,0.692401160728827,0.789456667922363,0.630670280623216,q,ch,Reef Explorer
0.617245966403359,0.35176660366534,0.82229084708693,0.703622036764168,0.87442478178883,0.886423656496723,0.313026636717842,0.739330164775379,0.784499876235459,0.74144772686268,q,ch,Pearl Seeker
0.530507808582852,0.372886508050044,0.821343009276571,0.784826134260477,0.847288847124945,0.886873402953803,0.385113702581355,0.690167874280826,0.622647609168151,0.796968239792467,q,ch,Open Sea Navigator
0.667779617289187,0.23739880436098,0.884168376523475,0.873979272412426,0.803767611425214,0.818255087148986,0.279800540774026,0.610952327764406,0.66703944832918,0.760570689719602,q,ch,Open Sea Navigator
0.500926404600921,0.300049751507343,0.779633738718189,0.807479120587585,0.883971123282552,0.769269198873192,0.269390640379246,0.74750024962195,0.690443588177962,0.644920964587996,q,ch,Pearl Seeker
0.590487903226539,0.24225710611394,0.735277397301245,0.799673554547896,0.78378508990091,0.88296918021362,0.272478779823327,0.716117670055609,0.726452857583906,0.602618891317667,q,ch,Pearl Seeker
0.632707474403342,0.253410790060925,0.892214063493891,0.729732545550623,0.782924824745405,0.717069933615729,0.39937485036919,0.700439002066249,0.719077003464009,0.613415295477686,q,ch,Pearl Seeker
0.649992094079836,0.262971677928676,0.879610857888143,0.741027928096401,0.738137544132733,0.707309933569619,0.294413389022,0.712968226652523,0.613141727885671,0.755105523339002,q,ch,Pearl Seeker
0.590657766949606,0.357317080798274,0.788152549387646,0.780152612175065,0.811928066261644,0.731048049186142,0.236385626099054,0.772357124202704,0.789223092426727,0.674661863255951,q,ch,Pearl Seeker
0.554148934628711,0.393199862971705,0.781746834219619,0.705077271132069,0.731230519473238,0.84319444576948,0.33178478838203,0.605419198500697,0.64439443238659,0.646214959317614,q,ch,Pearl Seeker
0.634378548719746,0.205913161326309,0.720821716396915,0.859983217074638,0.735708932410867,0.830549221570375,0.247636556209345,0.619888278551869,0.648634438199891,0.744453386371132,q,ch,Open Sea Navigator
0.671139293621257,0.449065959370097,0.779436705923691,0.833617027314129,0.740996859083164,0.758629546052203,0.379267163704224,0.602600384702147,0.617101706170894,0.641577251029206,q,ch,Pearl Seeker
0.505306440774764,0.254430630526939,0.816608312193939,0.7842849101185,0.878534342215395,0.863488712347688,0.268363470339575,0.651884686686259,0.675938481633453,0.718058988502962,q,ch,Open Sea Navigator
0.553612728164575,0.38724467235474,0.781882330438248,0.810409436170396,0.787225305827063,0.758893151908384,0.389690661392431,0.752721158831952,0.628022635153291,0.773693595179583,q,ch,Pearl Seeker
0.597486239649903,0.468365668068227,0.859971051189463,0.785042700893847,0.704493861664023,0.753735471876989,0.308326842932173,0.72669564396523,0.651577537086641,0.627871214814565,q,ch,Pearl Seeker
0.66698604735986,0.495320654211066,0.805138036460537,0.734335857169661,0.754461465303874,0.703678135309493,0.3828597613121,0.623550216578028,0.715303295102851,0.654811044137441,q,ch,Reef Explorer
0.610835600503159,0.395426116505559,0.86594836074144,0.741284254352121,0.702199165731696,0.727377126013761,0.380003728369621,0.774778015512503,0.719482620434062,0.720103372086731,q,ch,Pearl Seeker
0.633007334909251,0.252611383587035,0.882882389184992,0.783754104978415,0.7766277056499,0.803783541056568,0.209393193355011,0.633256673751216,0.747606723285274,0.616559733585025,q,ch,Reef Explorer
0.620630421893278,0.273604732904396,0.777859122808395,0.75773874735414,0.77113454329299,0.843809181036849,0.259424343124635,0.71328092805938,0.69521008043982,0.73273423307253,q,ch,Pearl Seeker
0.687365947864952,0.419771629163075,0.742988075718151,0.706236627012257,0.752452808859965,0.819015586140051,0.21028516269685,0.699273249440247,0.719368569783378,0.666848778163392,q,ch,Reef Explorer
0.654182440749164,0.231979475940132,0.715027556347162,0.845637751240721,0.79909826324124,0.837680479285547,0.286965467720749,0.649280406647821,0.76382046353484,0.759883175793796,q,ch,Reef Explorer
0.638939294170885,0.281643541168989,0.818046133373817,0.772194779388005,0.718316414665327,0.883462715092449,0.227363726183792,0.790047470764161,0.689201154591591,0.637026585767724,q,ch,Pearl Seeker
0.608380189475672,0.461883750762923,0.846444977281912,0.86131222957229,0.831756673342144,0.838455312903571,0.369839130313064,0.649933601771837,0.697884992728628,0.644241888363921,q,ch,Pearl Seeker
0.697533601599329,0.483217801905984,0.707885362273701,0.841115034503138,0.885049663483133,0.736115069025467,0.313589046110526,0.783097659517609,0.60678919571716,0.739484053449368,q,ch,Pearl Seeker
0.55946980147451,0.477318858612959,0.894211649033074,0.888853297822687,0.794842843331493,0.872408530197863,0.368909879707014,0.663820094648651,0.765783094830136,0.607401526943099,q,ch,Reef Explorer
0.619253975696411,0.269002651186311,0.724113377155456,0.715390640325842,0.839257755175628,0.767974992753613,0.344953354305752,0.613071268159788,0.663058067566122,0.707898258475068,q,ch,Open Sea Navigator
0.658144632967793,0.295625750879621,0.825178275287402,0.877195549647237,0.823172637636461,0.746591894950727,0.204880156311308,0.774019774780186,0.604253882170077,0.77494033453684,q,ch,Pearl Seeker
0.605787426805442,0.481720309553869,0.859756647154733,0.899586822106668,0.770142363090342,0.853437657786225,0.280386182721848,0.695975124060782,0.725501092643674,0.774735422837268,q,ch,Reef Explorer
0.696816693839859,0.353654682772904,0.183553356433467,0.726407100683121,0.821274690476668,0.671633143730491,0.633142233939418,0.670924431528155,0.657447798330816,0.659261624091198,q,j,Pearl Seeker
0.546721550209982,0.208418637927272,0.103574786946683,0.89631671692081,0.728331940120759,0.715297994147905,0.803894184807921,0.643650777573013,0.789992236790045,0.75726900288311,q,j,Reef Explorer
0.517882200462452,0.283516155156986,0.275823661512433,0.883419606687423,0.740220453374961,0.784023416763212,0.650110183827623,0.798233725227395,0.646334340276689,0.788546354827025,q,j,Pearl Seeker
0.629929329798474,0.321547358975772,0.202537702203302,0.669200943515328,0.652958409601653,0.666145862721053,0.655931478643276,0.755916894713351,0.670025051833346,0.611568535312679,q,j,Pearl Seeker
0.693820526028162,0.376757176992685,0.285550456639043,0.898472346793931,0.652168574765846,0.718872605670798,0.827471542711227,0.739204123610759,0.630779181267971,0.763166624998124,q,j,Pearl Seeker
0.544888114367332,0.244763522964525,0.207394884578683,0.777881980452511,0.774025862351343,0.627446051219326,0.863238258789114,0.653120008517741,0.625902984256561,0.777749615973795,q,j,Open Sea Navigator
0.691130299645951,0.37242552345309,0.261903214944976,0.796572594191707,0.765257211182742,0.626096027973423,0.72253596392121,0.674537703402463,0.651950756752065,0.744684022737717,q,j,Open Sea Navigator
0.599175147015754,0.21620924318153,0.144036640389962,0.804977629097879,0.62283925784709,0.855362074214631,0.748543958104192,0.69611731546533,0.718481556931904,0.76493619318503,q,j,Reef Explorer
0.569561841580439,0.335603230511813,0.213146392799158,0.680108481050826,0.863588995906548,0.839227806482078,0.797535550397528,0.770116345818849,0.773458840191961,0.741672595343007,q,j,Pearl Seeker
0.667402665672734,0.339494292333857,0.23602815435206,0.785583413464555,0.825814991867292,0.647581531587922,0.864261227759679,0.774368705549047,0.605849456606912,0.765163350112953,q,j,Pearl Seeker
0.525773973494689,0.267023770851828,0.248701651258322,0.648227968814492,0.845390107235719,0.849640253387323,0.752240320128251,0.601277174343367,0.657407626634983,0.723385383675149,q,j,Open Sea Navigator
0.696237235605485,0.326362705403334,0.151960716212832,0.790201710929883,0.761995613914757,0.833953618545343,0.632094191648088,0.752205580500406,0.708253315735222,0.792598400771799,q,j,Pearl Seeker
0.568374433207737,0.32652437862679,0.286405621102004,0.630752918397204,0.881168546170935,0.806365716690244,0.620351117731552,0.660192713389363,0.741634417729056,0.613470120293754,q,j,Reef Explorer
0.616434092035255,0.269176611390591,0.224183103553495,0.613722610143754,0.861461041845713,0.892046690753219,0.890663356585707,0.749930366348585,0.626017248026126,0.751652639185805,q,j,Pearl Seeker
0.50491738329176,0.204424710305799,0.164722043829908,0.7465929571214,0.831122225342338,0.804988612981952,0.733770811913025,0.654725333256333,0.799424900031542,0.685236260447195,q,j,Reef Explorer
0.590277404865935,0.232724764238334,0.258961909749986,0.808104667734447,0.666230883836628,0.624714313684753,0.804149790622414,0.730902242856227,0.654651905399642,0.790172712450082,q,j,Pearl Seeker
0.53021157835618,0.28646696020852,0.28872318403352,0.725918195077837,0.791557784299226,0.719278319388838,0.682264560704601,0.796795529591966,0.681866801263009,0.778819840735827,q,j,Pearl Seeker
0.545990921178217,0.242620940805017,0.106226816576902,0.795500047612766,0.710557903117128,0.859307474951891,0.741962972007467,0.793638685582944,0.637105103140624,0.773724633591122,q,j,Pearl Seeker
0.655319370558348,0.35418436892881,0.268956645623378,0.8283071972829,0.787866096489425,0.639373463304716,0.609757853847376,0.784169569563137,0.723330062904148,0.759307458195235,q,j,Pearl Seeker
0.59630447030251,0.223461637792479,0.12503715844051,0.805669586168691,0.729091768469839,0.660157418010101,0.747478364022431,0.612841787415027,0.71639428038288,0.65379868088702,q,j,Reef Explorer
0.659511820127438,0.262072391784715,0.19104402981636,0.60348616197243,0.621734066338368,0.717748066922005,0.743981650415137,0.720004109623861,0.658332515741861,0.738996377225309,q,j,Pearl Seeker
0.672024479437841,0.35597019777867,0.107923765069671,0.744152084177349,0.631479053525452,0.672613504758758,0.895998777980144,0.628499108580303,0.699777630690271,0.723631146863624,q,j,Open Sea Navigator
0.640492994108821,0.311929736697383,0.101954169483837,0.697938392473198,0.755313493015413,0.62635994974345,0.705188079362754,0.606640621758273,0.615715699431004,0.679384655240319,q,j,Pearl Seeker
0.526543150808612,0.313508169652312,0.237892993827453,0.840176009732725,0.660045073273443,0.650244774677721,0.63137035210032,0.727286049908727,0.74129514529738,0.606317228965128,q,j,Pearl Seeker
0.687242449248738,0.210394256730295,0.208259267060214,0.812718155835275,0.861290737123826,0.814226079639728,0.840518424920938,0.667890038508561,0.762965022749302,0.616022969276935,q,j,Reef Explorer
0.678963331212106,0.309518475230747,0.263459553992499,0.73569548535549,0.793073308558958,0.757920798280834,0.8194768565266,0.616325996406118,0.612070416798113,0.649420646802029,q,j,Pearl Seeker
0.531908936022638,0.37435671331844,0.143842797471609,0.89275957674574,0.701068737531332,0.65463537470661,0.836909552142744,0.731741555100175,0.699639143290628,0.711072710187526,q,j,Pearl Seeker
0.643840355654453,0.24569094826626,0.299266783211348,0.892437948644035,0.795097705904081,0.659862735278744,0.804068472729387,0.614439681795835,0.606130500441161,0.651536577702243,q,j,Pearl Seeker
0.592524591347863,0.373654501081676,0.245433813953262,0.822811956359994,0.727648000334423,0.703780497764089,0.711311628895381,0.797529912747212,0.608021838282497,0.77340629922449,q,j,Pearl Seeker
0.615735081714479,0.287723083837918,0.245051532083027,0.746000682427411,0.862026971424498,0.870210559203378,0.726516278062037,0.65536555944701,0.718470065718672,0.782472669123338,q,j,Reef Explorer
0.542132437801133,0.324593316712697,0.226312044018504,0.819933906724584,0.639470305538178,0.814747489404627,0.872709756199692,0.635936621774048,0.647508664984776,0.794279018808328,q,j,Open Sea Navigator
0.536195390541898,0.370877018673916,0.198455571289607,0.674169322320953,0.861224970381753,0.7335915765008,0.754445206178907,0.671846673879953,0.718590170286986,0.632704774517005,q,j,Reef Explorer
0.578216307330352,0.393882464467058,0.151626686540226,0.797020999362388,0.697557019267408,0.83204193770598,0.639262098215505,0.793964209015709,0.690757908276728,0.647210092669293,q,j,Pearl Seeker
0.514699349466003,0.233951581017508,0.203954789711204,0.701100952929386,0.848665009764783,0.729266257098542,0.674614281776289,0.723428997320806,0.741355443377089,0.63340838158019,q,j,Pearl Seeker
0.533523843257664,0.207334285386709,0.247280403013128,0.799141358286542,0.742389262724944,0.853251134690759,0.841701045885016,0.717070872879351,0.773654256102652,0.641168242007354,q,j,Pearl Seeker
0.522383923879546,0.253949922303398,0.111417371217863,0.75935085840031,0.880981707688489,0.611803062200553,0.636632974203008,0.690439805656687,0.786775003505581,0.66323122099535,q,j,Reef Explorer
0.601446961737678,0.208314571810078,0.129668640192418,0.895989036887654,0.889535608930814,0.601481994280323,0.885543535626972,0.7278239875631,0.773583658904005,0.690947971126772,q,j,Pearl Seeker
0.60311920571585,0.297769316051384,0.233372851509221,0.641895376426894,0.608992076961803,0.692378982477357,0.811404228820994,0.64037069042459,0.734686486664984,0.793982409221454,q,j,Reef Explorer
0.518780143157884,0.334520423645025,0.188750043860914,0.860442676313252,0.653144936834216,0.807787785667849,0.851434586894433,0.788922843894805,0.736649605657929,0.699434952801685,q,j,Pearl Seeker
0.623569448040243,0.373780996895744,0.214121949327766,0.609116117909051,0.879284608652093,0.806858025309468,0.802954015733174,0.643135030479544,0.731777094046532,0.678772881130832,q,j,Reef Explorer
0.630246595408298,0.221318606061598,0.231569060920607,0.8998241177312,0.614463611658167,0.893152255266395,0.722072388216861,0.774150690067452,0.756477096811655,0.713403252197334,q,j,Pearl Seeker
0.647689841850265,0.37570311226027,0.180828064330207,0.698109948468972,0.800278015669075,0.842353782582378,0.828685540432985,0.759562729771727,0.687116662962587,0.763566843235004,q,j,Pearl Seeker
0.524041811074122,0.30889781959217,0.101151732099624,0.697375748970081,0.709938460461419,0.718851807482777,0.808640162006959,0.677711620254069,0.689738724524506,0.647508826174866,q,j,Pearl Seeker
0.574650358325868,0.24545392545263,0.114639184753689,0.781034578014413,0.800463839566505,0.785847103802884,0.739048213140172,0.675957156035846,0.772666729914365,0.703816357027244,q,j,Reef Explorer
0.595836375525946,0.205128413161287,0.168249565525231,0.714058685635757,0.71964683426907,0.7740517107682,0.760080764018064,0.721581018558689,0.752976652308426,0.762597147743219,q,j,Pearl Seeker
0.643624615245299,0.391104739190987,0.103646516535272,0.658733395705064,0.602268862493443,0.794242414246381,0.869409164684996,0.64869645931526,0.785406908959261,0.612053478057912,q,j,Reef Explorer
